aaaa=1,啊啊啊啊
kxev=1,可想而知
kxev=2,可想而之
kxfa=1,可行方案
kxff=1,科学方法
kxfg=1,科学发展观
kxfm=1,科学发明
kxfu=1,跨服
kxfu=2,夸父
kxfv=1,科学发展
kxfx=1,科学分析
kxfx=2,科学发现
kxgf=1,科学规范
kxgf=2,科学高峰
kxgj=1,科学根据
kxgl=1,科学管理
kxgl=2,凯旋归来
kxgo=1,跨过
kxgo=2,跨国
kxgu=1,胯骨
kxgw=1,科学顾问
kxgy=1,苦心孤诣
kxhd=1,跨海
kxhh=1,跨行
kxhk=1,夸下海口
kxhx=1,科学幻想
kxig=1,科学成果
kxiu=1,跨出
kxjb=1,跨进
kxjh=1,开心就好
kxji=1,跨级
kxjk=1,跨境
kxjl=1,夸奖
kxjl=2,苦心积虑
kxjm=1,空虚寂寞
kxjp=1,跨界
kxjs=1,科学计算
kxju=1,科学技术
kxju=2,科学精神
kxjx=1,科学技术大学
kxjy=1,苦心经营
kxjy=2,开箱即用
kxkc=1,跨考
kxke=1,夸克
kxkh=1,可喜可贺
kxki=1,科学考察
kxkx=1,夸夸
kxkz=1,夸口
kxlb=1,空心萝卜
kxld=1,科学论断
kxle=1,垮了
kxlf=1,空穴来风
kxlj=1,跨栏
kxll=1,科学理论
kxll=2,康熙来了
kxlv=1,科学论证
kxlw=1,科学论文
kxmg=1,可惜没如果
kxmh=1,开心麻花
kxni=1,开心农场
kxnm=1,跨年
kxpd=1,跨排
kxpj=1,科学普及
kxqu=1,跨区
kxru=1,跨入
kxry=1,可心如意
kxsl=1,开心死了
kxsx=1,科学思想
kxta=1,垮塌
kxtd=1,垮台
kxtd=2,科学态度
kxte=1,夸特
kxto=1,夸脱
kxts=1,科学探索
kxtv=1,口嫌体正直
kxty=1,空心汤圆
kxug=1,跨省
kxuh=1,跨上
kxui=1,跨市
kxui=2,夸饰
kxuj=1,空闲时间
kxuj=2,科学实践
kxuo=1,夸说
kxur=1,胯下受辱
kxur=2,跨下受辱
kxuw=1,科学上网
kxuy=1,科学实验
kxuy=2,科学试验
kxve=1,挎着
kxvh=1,夸张
kxvi=1,可喜之处
kxvj=1,可笑之极
kxvm=1,科学证明
kxvm=2,科学之母
kxvq=1,开学之前
kxvr=1,胯下之辱
kxvt=1,科学种田
kxvu=1,科学知识
kxvy=1,科学主义
kxvz=1,科学著作
kxwh=1,科学文化
kxwj=1,科学无国界
kxwx=1,科学文献
kxxx=1,胯下
kxyc=1,夸耀
kxye=1,跨页
kxye=2,跨业
kxyh=1,跨洋
kxyi=1,空喜一场
kxyj=1,科学研究
kxyj=2,科学依据
kxyk=1,开心一刻
kxyl=1,胯下一凉
kxyq=1,科学仪器
kxyt=1,跨越
kxyu=1,跨域
kxyx=1,科学有效
kxzd=1,康熙字典
kxzi=1,侉子
kxzj=1,夸赞
kxzl=1,开小灶了
kxzv=1,夸嘴
kybb=1,窥一斑而知全豹
kybd=1,口语表达
kybd=2,柯伊伯带
kybg=2,考研必过
kybg=3,抗压背锅
kybh=1,捆绑
kybi=1,悃愊
kybk=1,看也不看
kybm=1,科研部门
kybm=2,可以避免
kybn=1,坤表
kybq=1,可遇不可求
kybw=1,困惫
kyby=1,可以不用
kyby=2,可以不要
kybz=1,可一不可再
kydd=1,可以得到
kydd=2,可以达到
kydh=1,可以的话
kydl=1,开业典礼
kydp=1,可移动磁盘
kydr=1,宽以待人
kydw=1,科研单位
kydy=1,困顿
kydy=2,可以断言
kyee=1,困厄
kyei=1,快意恩仇
kyeq=1,可遇而不可求
kyfa=1,困乏
kyfh=1,可以发挥
kyfu=1,捆缚
kyfx=1,可以发现
kyfz=1,可疑分子
kygb=1,考验干部
kygh=1,跨洋过海
kygy=1,可以攻玉
kyhj=1,抗氧化剂
kyhj=2,可以缓解
kyho=1,困惑
kyig=1,科研成果
kyis=1,昆虫
kyiu=1,可以承受
kyiu=2,可以尝试
kyiw=1,可以成为
kyjd=1,宽衣解带
kyjd=2,可以见到
kyjd=3,刻意解读
kyjf=1,科研经费
kyjg=1,科研机构
kyjj=1,科研基金
kyjj=2,口语交际
kyjk=1,困境
kyjl=1,开源节流
kyjn=1,困觉
kyjr=1,困倦
kyjr=2,开云见日
kyjs=1,困窘
kyjt=1,困觉
kyju=1,困局
kykd=1,可以看到
kykd=2,可以肯定
kykf=1,可以克服
kyki=1,可以看出
kykj=1,可以看见
kykl=1,可以考虑
kykt=1,可盐可甜
kykt=2,科研课题
kyku=1,困苦
kykw=1,可有可无
kyky=1,可以可以
kyky=2,快言快语
kyle=1,困了
kylj=1,可以理解
kylk=1,昆凌
kylm=1,可以了吗
kylx=1,刻意练习
kyly=1,昆仑
kyly=2,可以燎原
kymf=1,刻意模仿
kymf=2,开源免费
kymh=1,刻意抹黑
kymk=1,昆明
kymm=1,可以瞑目
kync=1,困恼
kynj=1,困难
kypg=1,鲲鹏
kyqd=1,抗压强度
kyqd=2,可以确定
kyql=1,昆腔
kyqr=1,可以确认
kyqs=1,困穷
kyqu=1,昆曲
kyrc=1,困扰
kyrf=1,困人
kyrj=1,开源软件
kyrr=1,可以容忍
kyru=1,可以忍受
kyru=2,快意人生
kyrx=1,考验人性
kyry=1,科研人员
kyry=2,可疑人员
kysi=1,困死
kyuj=1,昆山
kyuj=2,课余时间
kyuu=1,可以说是
kyuu=2,开元盛世
kyuu=3,可以试试
kyux=1,可以实现
kyuy=1,可以是可以
kyuz=1,困兽
kyuz=2,困守
kyva=1,捆扎
kyvd=1,可以知道
kyve=1,捆着
kyvm=1,可以这么
kyvs=1,昆仲
kyvs=2,枯鱼之肆
kyvu=1,困住
kyvu=2,捆住
kyvu=3,考验智商
kyvx=1,客运中心
kyvy=1,可以这样
kywi=1,可以完成
kywx=1,口眼歪斜
kyxi=1,可以相处
kyxj=1,宽严相济
kyxj=2,可以想见
kyxm=1,科研项目
kyxm=2,开源项目
kyxq=1,苦言相劝
kyxx=1,可以想象
kyxx=2,可以想像
kyxy=1,可以休矣
kyxy=2,开源协议
kyxz=1,可以选择
kyyi=1,困意
kyyj=1,可以预见
kyyl=1,可以原谅
kyym=1,刻意隐瞒
kyys=1,科研院所
kyyu=1,困于
kyyx=1,溃于蚁穴
kyyx=2,可引用性
kyyy=1,考研英语
kyyy=2,可应用于
kyza=1,捆扎
kyzd=1,困在
kyzd=2,稛载
kyzd=3,稇载
kyzi=1,捆子
kyzs=1,哭晕在厕所
kzan=1,口岸
kzbd=1,叩拜
kzbi=1,抠鼻
kzbi=2,口鼻
kzbj=1,扣板
kzbo=1,口播
kzbu=1,口部
kzbw=1,口碑
kzbw=2,口杯
kzcd=1,口才
kzda=1,叩打
kzdd=1,口袋
kzde=1,口德
kzdn=1,扣掉
kzds=1,扣动
kzeg=1,稇载而归
kzer=1,口儿
kzer=2,口耳
kzfa=1,扣发
kzfa=2,扣罚
kzff=1,扣分
kzfg=1,口风
kzfj=1,口饭
kzfu=1,口服
kzfu=2,口福
kzfw=1,扣费
kzfw=2,枯燥乏味
kzgj=1,口感
kzgj=2,口干
kzgl=1,扣光
kzgr=1,叩关
kzgs=1,口供
kzhc=1,口号
kzhd=1,口嗨
kzhg=1,口亨
kzho=1,口活
kzhr=1,扣环
kzhs=1,口红
kzhu=1,口胡
kzhv=1,口惠
kzhx=1,扣划
kzhy=1,叩阍
kzie=1,扣车
kzig=1,口称
kzii=1,口吃
kzii=2,口齿
kzil=1,口疮
kzir=1,口传
kziu=1,扣除
kziu=2,口出
kziy=1,口唇
kziz=1,口臭
kzjb=1,扣紧
kzji=1,口技
kzji=2,叩击
kzjk=1,口径
kzjm=1,扣减
kzjm=2,叩见
kzjn=1,口角
kzjn=2,口交
kzjn=3,扣缴
kzjt=1,口诀
kzju=1,客座教授
kzkd=1,叩开
kzke=1,口渴
kzkk=1,口快
kzkr=1,扣款
kzku=1,口苦
kzku=2,快嘴快舌
kzkz=1,扣扣
kzkz=2,快哉快哉
kzle=1,扣了
kzli=1,口里
kzlj=1,扣篮
kzlj=2,卡姿兰大眼睛
kzlk=1,口令
kzll=1,口粮
kzll=2,裤子拉链
kzlp=1,开宗立派
kzlq=1,扣留
kzly=1,看走了眼
kzmf=1,抠门
kzmf=2,叩门
kzml=1,开足马力
kzmo=1,口蘑
kzmo=2,口沫
kzmy=1,开宗明义
kznd=1,口耐
kznw=1,口内
kzqb=1,口琴
kzqi=1,口气
kzqi=2,口器
kzqk=1,口轻
kzql=1,口腔
kzqm=1,扣钱
kzqq=1,扣球
kzqu=1,扣去
kzrf=1,口人
kzrz=1,扣肉
kzsd=1,口塞
kzso=1,抠唆
kzsr=1,口算
kzss=1,口诵
kzsz=1,抠搜
kzti=1,扣题
kztj=1,口谈
kztj=2,口痰
kztn=1,口条
kztu=1,抠图
kztz=1,口头
kztz=2,叩头
kzua=1,扣杀
kzuc=1,口哨
kzue=1,口舌
kzuh=1,扣上
kzui=1,口试
kzui=2,口实
kzuo=1,口说
kzuu=1,口述
kzuu=2,看在上帝的份上
kzuv=1,口水
kzuv=2,扣税
kzuy=1,可再生资源
kzuy=2,可再生能源
kzuz=1,叩首
kzuz=2,口授
kzvc=1,口罩
kzvc=2,可造之才
kzvc=3,可造之材
kzvf=1,叩诊
kzvj=1,口占
kzvo=1,口拙
kzvs=1,口中
kzvu=1,扣住
kzvy=1,寇准
kzwd=1,口外
kzwf=1,口吻
kzwf=2,叩问
kzwu=1,口误
kzww=1,口味
kzww=2,枯燥无味
kzxb=1,口信
kzxd=1,筷子兄弟
kzxk=1,口型
kzxk=2,口形
kzxl=1,抠像
kzxp=1,叩谢
kzxx=1,扣下
kzxy=1,孔子学院
kzya=1,扣押
kzya=2,扣压
kzyb=1,口音
kzyd=1,看在眼底
kzyi=1,口译
kzyj=1,扣眼
kzyl=1,看在眼里
kzyl=2,看走眼了
kzyu=1,口语
kzyu=2,口谕
kzzd=1,扣在
kzzi=1,口子
kzzi=2,扣子
laae=1,啦！”
laba=1,喇叭
laba=2,腊八
labd=1,蜡白
labi=1,蜡笔
labj=1,蜡版
lacc=1,拉槽
lada=1,拉大
ladc=1,拉倒
ladc=2,拉到
ladg=1,拉登
ladi=1,拉低
ladi=2,立案调查
ladk=1,拉丁
ladr=1,拉断
lads=1,拉动
ladu=1,拉肚
ladu=2,恋爱大师
laff=1,拉分
lafg=1,拉风
lafu=1,拉夫
lafw=1,拉菲
lagc=1,拉高
lage=1,拉歌
lage=2,辣个
lagf=1,辣根
lagj=1,拉杆
lago=1,拉过
lagr=1,拉罐
lags=1,离岸公司
lagx=1,拉呱
lagx=2,两岸关系
lagz=1,拉钩
lagz=2,拉勾
lahc=1,柳暗花明又一村
lahl=1,蜡黄
lahm=1,柳暗花明
laho=1,拉货
lahr=1,拉环
lahs=1,拉轰
lahu=1,拉祜
lahv=1,拉回
lahv=2,懒癌患者
lahw=1,拉黑
lahx=1,拉花
laia=1,拉碴
laie=1,拉扯
laie=2,拉车
laih=1,拉长
laih=2,腊肠
laii=1,立案查处
lail=1,拉床
lail=2,另案处理
laiu=1,拉出
laiz=1,拉臭
lajb=1,拉近
laji=1,垃圾
laji=2,辣鸡
lajl=1,辣酱
lajn=1,辣椒
laju=1,拉锯
laju=2,蜡炬
lajx=1,拉架
lakd=1,拉开
lake=1,拉客
lakx=1,拉胯
lala=1,啦啦
lala=2,拉拉
lald=1,拉来
lali=1,拉力
lali=2,瘌痢
lalm=1,拉链
lalm=2,拉练
laln=1,蜡疗
lals=1,拉拢
lalw=1,蜡泪
lama=1,喇嘛
lama=2,辣妈
lamj=1,拉满
lamm=1,拉面
lamn=1,恋爱模拟
lamo=1,拉磨
lamu=1,拉姆
lamw=1,腊梅
lamw=2,拉美
lamw=3,辣妹
land=1,莱昂纳多
lann=1,拉尿
lapi=1,拉皮
lapk=1,拉平
lapm=1,辣片
lapn=1,拉票
laqb=1,拉琴
laqi=1,拉起
laqm=1,拉纤
laqu=1,拉去
laqu=2,拉取
larf=1,拉人
larf=2,蜡人
lari=1,腊日
larj=1,蜡染
larm=1,两岸人民
larz=1,腊肉
lasa=1,拉萨
lasd=1,两岸三地
lase=1,啦……”
lasi=1,拉丝
lasi=2,辣死
laso=1,拉锁
lata=1,邋遢
latc=1,拉套
latd=1,拉抬
latd=2,蜡台
lath=1,辣汤
latn=1,辣条
latn=2,拉条
lats=1,拉通
laty=1,两岸统一
lauf=1,拉伸
laug=1,拉升
lauh=1,拉上
lauh=2,拉伤
laui=1,拉屎
lauz=1,拉手
lauz=2,辣手
lava=1,拉闸
lave=1,拉着
lavh=1,拉账
lavi=1,拉直
lavi=2,蜡质
lavu=1,拉住
lavu=2,蜡烛
lawe=1,啦？”
lawh=1,拉网
lawj=1,蜡丸
lawq=1,懒癌晚期
lawu=1,辣舞
laww=1,辣味
laxi=1,拉稀
laxl=1,蜡像
laxm=1,拉线
laxx=1,落下
laxx=2,拉下
layh=1,拉秧
layj=1,拉延
layt=1,腊月
layv=1,两岸猿声啼不住
layy=1,拉运
layz=1,辣油
layz=2,蜡油
laza=1,拉杂
lazd=1,落在
lazi=1,辣子
lbaa=1,了吧！
lbaae=1,了吧！”
lban=1,临安
lban=2,磷铵
lbaw=2,了吧？
lbawe=1,了吧？”
lbba=1,淋巴
lbba=2,萝卜白菜各有所爱
lbbb=1,两鬓斑白
lbbc=1,拎包
lbbc=2,萝卜白菜
lbbh=1,邻邦
lbbk=1,狼狈不堪
lbbk=2,淋病
lbbn=1,林彪
lbbo=1,鳞波
lbbp=1,临别
lbbz=1,老八辈子
lbch=1,临沧
lbcs=1,林丛
lbcx=1,力不从心
lbcx=2,聊表寸心
lbcy=1,邻村
lbda=1,琳达
lbdc=1,临到
lbdd=1,林带
lbdd=2,冷不丁地
lbdi=1,林地
lbdj=1,联邦调查局
lbdj=2,林丹
lbdl=2,连本带利
lbdp=1,连奔带跑
lbdq=1,老板大气
lbds=1,凛冬
lbdt=1,连蹦带跳
lbdu=1,利弊得失
lbdv=1,领兵打仗
lbdw=1,轮不到我
lbdw=2,两不耽误
lbdx=1,连本带息
lbdz=1,洛必达法则
lbfd=1,冷不防地
lbfd=2,冷不防的
lbff=1,临汾
lbfg=1,临风
lbfw=1,磷肥
lbgh=1,临港
lbgl=1,磷光
lbgo=1,邻国
lbgr=1,林冠
lbgv=1,临桂
lbgz=1,两倍工资
lbhd=1,临海
lbhd=2,林海
lbhd=3,老板换碟
lbhe=1,临河
lbhe=2,林壑
lbhg=1,老兵回归
lbhi=1,脸不红气不喘
lbho=1,林火
lbho=2,磷火
lbht=1,老板糊涂
lbht=2,脸不红心不跳
lbhu=1,临湖
lbic=1,临朝
lbih=1,林场
lbih=2,临场
lbii=1,临池
lbij=1,临产
lbil=1,临床
lbil=2,临窗
lbir=1,临川
lbis=1,林冲
lbiu=1,力保城门不失
lbjb=1,临近
lbjb=2,邻近
lbjh=1,拉帮结伙
lbjl=1,临江
lbjl=2,来不及了
lbjm=1,林间
lbjm=2,临建
lbjn=1,兰博基尼
lbjn=2,邻角
lbjp=1,临界
lbjp=2,拉帮结派
lbju=1,邻居
lbju=2,两败俱伤
lbjx=1,邻家
lbjx=2,鳞甲
lbjy=1,略表敬意
lbkc=1,临考
lbke=1,临客
lbkf=1,礼不可废
lbkf=2,林肯
lbkg=1,老不看三国
lbkh=1,萝卜开会
lbkj=2,拉不开差距
lbkl=1,磷矿
lbkl=2,离不开了
lbkp=1,牢不可破
lbks=1,临空
lbkv=1,乐不可支
lblb=1,粼粼
lblb=2,凛凛
lbld=1,拉布拉多
lble=1,淋了
lblh=1,琳琅
lblh=2,厉不厉害
lbli=1,淋漓
lbli=2,邻里
lbli=3,林立
lblm=1,老爸老妈
lbln=1,临了
lblp=1,凛冽
lblu=1,履薄临深
lblv=1,屡败屡战
lbly=1,利比里亚
lbmd=1,淋病梅毒
lbmf=1,临门
lbmh=1,林莽
lbmm=1,厉兵秣马
lbmo=1,临摹
lbmu=1,林木
lbmu=2,落榜美术生
lbnc=1,莱布尼茨
lbnj=1,力不能及
lbnj=2,临难
lbns=1,林农
lbnv=1,力不能支
lbnw=1,林内
lbpf=1,临盆
lbpm=1,鳞片
lbqa=1,萝卜青菜，各有所爱
lbqa=2,萝卜青菜各有所爱
lbqb=1,林檎
lbqb=2,劣币驱逐良币
lbqc=1,萝卜青菜
lbqh=1,鲁班七号
lbqi=1,临期
lbqk=1,临清
lbqr=1,林泉
lbqu=1,临去
lbqu=2,林区
lbqy=2,两不情愿
lbrj=1,凛然
lbrv=1,拎包入住
lbsd=1,老不死的
lbse=1,吝啬
lbsi=1,临死
lbsr=1,磷酸
lbsu=1,乐不思蜀
lbtn=1,檩条
lbtp=1,临帖
lbts=1,临潼
lbtw=2,蓝白条纹
lbtz=1,临头
lbtz=2,淋透
lbue=1,邻舍
lbuf=1,临身
lbuf=2,两笔输入法
lbug=1,邻省
lbuh=1,力拔山河
lbui=1,临时
lbui=2,淋湿
lbuk=1,老板身体健康
lbur=1,力不胜任
lbut=1,狼奔豕突
lbuu=1,力拔山兮气盖世
lbuv=1,临水
lbuv=2,临睡
lbuw=1,连不上网
lbuy=1,路不拾遗
lbuz=1,两把刷子
lbvc=1,鳞爪
lbvd=1,拦不住的
lbvd=2,留不住的
lbve=1,拎着
lbvf=1,临阵
lbvf=2,联邦政府
lbvi=1,林芝
lbvi=2,磷脂
lbvj=1,临战
lbvj=2,老不正经
lbvl=1,鳞状
lbvs=1,临终
lbvs=2,林中
lbvt=2,老蚌珠胎
lbvx=1,鳞爪
lbvz=1,林周
lbwb=1,凌波微步
lbwh=1,林网
lbwj=1,狼狈为奸
lbwu=1,临武
lbwv=1,狼狈万状
lbww=1,临危
lbxb=1,淋巴细胞
lbxg=1,两不相干
lbxi=1,吝惜
lbxj=1,鲁滨逊漂流记
lbxk=1,临行
lbxk=2,临幸
lbxl=2,拉不下脸
lbxm=1,邻县
lbxp=1,鳞屑
lbxq=1,两不相欠
lbxr=1,遴选
lbxt=1,林学
lbxu=1,六边形战士
lbxy=1,嶙峋
lbxy=2,聊表心意
lbxy=3,聊表谢意
lbyb=1,林荫
lbye=1,林业
lbye=2,林叶
lbyg=1,聊备一格
lbyh=1,礼崩乐坏
lbyi=1,临沂
lbyr=1,林园
lbyt=1,临月
lbyu=1,淋雨
lbyu=2,淋浴
lbyv=1,两步验证
lbze=1,临泽
lbzi=1,林子
lbzi=2,临淄
lbzj=1,略表尊敬
lbzo=1,邻座
lbzz=1,临走
lcai=1,老爱
lcai=2,嫪毐
lcao=1,老媪
lcba=1,老爸
lcba=2,老八
lcbc=1,劳保
lcbc=2,老鸨
lcbd=1,老白
lcbf=1,老本
lcbj=1,老板
lcbj=2,老伴
lcbk=1,老兵
lcbk=2,烙饼
lcbm=1,老边
lcbn=1,老表
lcbo=1,老伯
lcbp=1,乐此不疲
lcbw=1,老辈
lccu=1,老粗
lccu=2,了此残生
lccv=1,立此存照
lcda=1,老大
lcdc=1,唠叨
lcdc=2,老道
lcde=1,老得
lcdi=1,老弟
lcdi=2,老底
lcdj=1,老旦
lcdj=2,老聃
lcdm=1,老店
lcdn=1,老掉
lcdp=1,老爹
lcds=1,劳动
lcdv=1,老对
lcdw=1,老得
lcdy=1,劳顿
lcdz=1,老豆
lcer=1,老二
lcfa=1,劳乏
lcfh=1,牢房
lcfj=1,劳烦
lcfj=2,牢饭
lcfu=1,老夫
lcfu=2,老妇
lcgc=1,老高
lcgd=1,劳改
lcge=1,老哥
lcge=2,老歌
lcgf=1,老根
lcgr=1,老倌
lcgs=1,老公
lcgs=2,劳工
lcgu=1,牢固
lcgv=1,老鬼
lcgw=1,老给
lcgz=1,老狗
lchd=1,涝害
lche=1,老何
lchf=1,烙痕
lchj=1,老汉
lchl=1,老黄
lcho=1,老火
lchu=1,老虎
lchw=1,老黑
lchx=1,老化
lchx=2,老话
lchx=3,老花
lcic=1,老巢
lcie=1,唠扯
lcif=1,老臣
lcig=1,老成
lcig=2,老城
lcih=1,老厂
lcih=2,老长
lcii=1,老吃
lcip=1,理财产品
lciu=1,捞出
lciz=1,老抽
lcji=1,老几
lcji=2,牢记
lcjk=1,老井
lcjk=2,老景
lcjl=1,老将
lcjm=1,老茧
lcjn=1,劳教
lcjn=2,老窖
lcjp=1,老街
lcjp=2,老姐
lcjq=1,老旧
lcjq=2,老酒
lcjr=1,劳倦
lcjx=1,老家
lcjx=2,劳驾
lcjy=1,老君
lcjy=2,劳军
lckc=1,牢靠
lcke=1,唠嗑
lcke=2,老客
lckr=1,老款
lcku=1,劳苦
lcla=1,老辣
lcla=2,劳拉
lclb=1,老林
lclc=1,牢牢
lclc=2,姥姥
lcld=1,老赖
lcle=1,老了
lclh=1,老狼
lcli=1,老李
lcli=2,劳力
lclk=1,老龄
lclm=1,老练
lclm=2,老脸
lclo=1,老罗
lclq=1,老六
lcls=1,牢笼
lclu=1,劳碌
lclu=2,老路
lclw=1,劳累
lcly=1,量才录用
lcma=1,老妈
lcma=2,老马
lcmd=1,老迈
lcmf=1,牢门
lcmi=1,老米
lcmk=1,老命
lcmm=1,捞面
lcmo=1,劳模
lcmo=2,老魔
lcmu=1,老母
lcmw=1,老妹
lcmw=2,老美
lcna=1,老衲
lcnl=1,老娘
lcnm=1,老年
lcnm=2,郎才女貌
lcnn=1,老鸟
lcnq=1,老牛
lcns=1,老农
lcnu=1,老奴
lcpa=1,老怕
lcpc=1,老炮
lcpd=1,老牌
lcpd=2,老派
lcpi=1,老皮
lcpm=1,老片
lcpo=1,老婆
lcqi=1,老气
lcqi=2,老七
lcql=1,老枪
lcqm=1,捞钱
lcqm=2,老千
lcqm=3,老钱
lcqu=1,老去
lcqu=2,捞取
lcqu=3,老区
lcqx=1,力挫群雄
lcrf=1,老人
lcrh=1,老让
lcro=1,老弱
lcry=1,绿草如茵
lcsc=1,牢骚
lcsf=2,屡次三番
lcsg=1,老僧
lcsi=1,老死
lcsi=2,老四
lcsj=1,老三
lcss=1,老宋
lcsy=1,老孙
lcsy=2,劳损
lcsz=1,老叟
lctc=1,老套
lctd=1,老太
lctd=2,老态
lcth=1,老汤
lctk=1,老听
lctm=1,老天
lctp=1,老铁
lctp=3,烙铁
lctu=1,老土
lctz=1,老头
lctz=2,牢头
lcuc=1,老少
lcue=1,老舍
lcuf=1,老身
lcuf=2,劳神
lcug=1,老生
lcuh=1,烙上
lcui=1,老师
lcui=2,老实
lcuj=1,崂山
lcuj=2,老山
lcuk=1,老帅
lcuo=1,老说
lcuu=1,老鼠
lcuz=1,老手
lcvb=1,鳞次栉比
lcvc=1,老赵
lcvd=1,老宅
lcve=1,老者
lcve=2,捞着
lcvf=1,落枕
lcvh=1,老丈
lcvh=2,老张
lcvl=1,老庄
lcvq=1,零存整取
lcvs=1,老中
lcvu=1,老朱
lcvu=2,老猪
lcvz=1,老周
lcwd=1,老外
lcwf=1,老问
lcwg=1,老翁
lcwh=1,老王
lcwh=2,上老王论坛当老王
lcwk=1,落草为寇
lcwo=1,老挝
lcwo=2,老窝
lcwu=1,劳务
lcwu=2,老屋
lcxb=1,劳心
lcxk=1,劳形
lcxl=1,老乡
lcxl=2,老想
lcxm=1,老仙
lcxn=1,老小
lcxn=2,老校
lcxq=1,老朽
lcxs=1,老兄
lcxu=1,老徐
lcxx=1,烙下
lcxx=2,粮草先行
lcxz=1,连词消字
lcxz=2,联词消字
lcya=1,老鸭
lcya=2,老鸦
lcyb=1,烙印
lcyc=1,老妖
lcyc=2,老幺
lcye=1,老爷
lcye=2,姥爷
lcyi=1,劳役
lcyi=2,老姨
lcyj=1,老眼
lcyj=2,老严
lcyk=1,老鹰
lcyk=2,老营
lcyr=1,老远
lcys=1,老用
lcyt=1,捞月
lcyu=1,老妪
lcyu=2,牢狱
lcyz=1,老友
lcyz=2,老幼
lcza=1,流窜作案
lczc=1,老早
lczc=2,醪糟
lczd=1,老在
lczd=2,涝灾
lczi=1,老子
lczi=2,劳资
lczo=1,劳作
lczs=1,老总
lczu=1,老祖
lczw=1,老贼
ldaa=1,来啊
ldba=1,来吧
ldbb=1,来宾
ldbc=1,来报
ldbd=1,雷打不动
ldbd=2,辽东半岛
ldbh=1,劳动保护
ldbi=1,漏洞百出
ldbl=2,另当别论
ldbl=3,脸都白了
ldbq=1,来得不巧
ldbs=1,累得半死
ldbu=1,来不
ldbu=2,利多弊少
ldbv=1,劳动保障
ldbx=1,老大不小
ldbx=2,劳动保险
ldbz=1,领导班子
ldcg=1,粮多草广
ldci=1,来此
ldci=2,来次
ldcn=1,领导才能
ldcy=1,量大从优
lddc=1,来到
ldde=1,来得
lddm=1,来点
lddm=2,来电
lddn=1,赖掉
lddq=1,两端对齐
lddr=1,来段
lddt=1,立地顶天
lddw=1,领导地位
lddw=2,垄断地位
lddx=1,劳动对象
lddz=1,伶仃大醉
lden=1,莱恩
ldff=1,领导方法
ldfh=1,来访
ldfj=1,来犯
ldfj=2,两地分居
ldfu=1,来福
ldfz=1,领导负责
ldgb=1,领导干部
ldgb=2,量大管饱
ldgc=1,来稿
ldgh=1,莱钢
ldgh=2,来港
ldgi=1,掠地攻城
ldgj=1,劳动工具
ldgk=1,伶仃孤苦
ldgo=1,来过
ldgs=1,来攻
ldgu=1,劳动果实
ldgv=1,来归
ldgw=1,来给
ldgw=2,领导岗位
ldgx=1,癞瓜
ldgz=1,劳动改造
ldgz=2,劳动工资
ldhj=1,来函
ldhl=2,来电话了
ldhq=1,流动红旗
ldht=1,劳动合同
ldhv=1,来回
ldhx=1,来华
ldic=1,来潮
ldie=1,来车
ldif=1,立地成佛
ldig=1,劳动成果
ldih=1,落地成盒
ldii=1,来迟
ldik=1,留党察看
ldil=1,赖床
ldip=1,劳动产品
ldiq=1,懒得出奇
ldir=1,龙的传人
ldit=1,老调重弹
ldiy=1,领导成员
ldjb=1,来劲
ldjc=1,领导夹菜我转桌
ldjc=2,领导夹菜我转桌，领导敬酒我不喝；领导听牌我自摸，领导开门我上车；领导讲话我唠嗑，领导唱K我切歌。‌‌
ldjg=1,领导机构
ldjg=2,领导机关
ldjh=1,领导讲话
ldjj=1,雷电交加
ldjj=2,雷电将军
ldjk=1,来京
ldjl=1,来讲
ldjl=2,来电记录
ldjm=1,来件
ldjn=1,劳动技能
ldjp=1,来接
ldjt=1,领导集体
ldjx=1,料敌机先
ldjy=1,劳动就业
ldjy=2,劳动教养
ldka=1,徕卡
ldke=1,来客
ldkj=1,来看
ldkq=1,立等可取
ldla=1,来啦
ldlb=1,来临
ldle=1,来了
ldlh=1,六道轮回
ldli=1,来历
ldlj=2,乱丢垃圾
ldlj=3,零点零几
ldlj=4,六丁六甲
ldlk=1,来领
ldll=2,领导力量
ldll=3,来都来了
ldln=1,懒得理你
ldlr=1,垄断利润
ldls=1,涝的涝死
ldlu=1,来路
ldlu=2,来电铃声
ldly=1,隆冬腊月
ldma=1,来吗
ldma=2,来嘛
ldmd=1,来买
ldmf=1,劳动模范
ldmj=1,莱曼
ldmv=1,拉丁美洲
ldmy=1,灵丹妙药
ldna=1,来拿
ldnl=1,劳动能力
ldnl=2,领导能力
ldnm=1,来年
ldnx=1,拉动内需
ldpd=1,来拍
ldpi=1,赖皮
ldqd=1,劳动强度
ldqi=1,来气
ldqk=1,老店欺客
ldql=1,来抢
ldqm=1,来钱
ldqu=1,来去
ldqu=2,留得青山在，不怕没柴烧
ldqv=1,劳动群众
ldqz=1,留得青山在
ldrc=1,理当如此
ldrf=1,来人
ldrg=1,礼多人不怪
ldrh=1,来让
ldri=1,来日
ldri=2,落得如此下场
ldrk=1,流动人口
ldrk=2,来得容易去得快
ldrm=1,劳动人民
ldru=1,狼多肉少
ldrw=1,领导人物
ldry=1,锒铛入狱
ldry=2,流动人员
ldsi=1,莱斯
ldsm=1,来点什么
ldsm=2,聊点什么
ldsq=1,零打碎敲
