code	weight	word_count	top_rank	words
zsze	1.7071549448573369	1	25630	总则
hhmo	1.7071387275486267	1	25631	航模
tcqn	1.7071060058186496	1	25634	讨巧
qqfu	1.7071014635868198	1	25636	球服
ykbu	1.7070495684188844	1	25638	营部
dapb	1.7069863596299517	1	25641	打拼
wags	1.7069517635205989	1	25642	瓦工
xpdz	1.7068773293619643	1	25643	械斗
xker	1.7068401416335894	1	25645	幸而
hrbu	1.70683864876227	1	25646	缓步
qrri	1.7067867423710141	1	25648	全日
cvij	1.7067555630809128	1	25650	催产
kaii	1.7067439357180483	1	25651	卡尺
srjm	1.706704219562956	1	25654	酸碱
nkji	1.7066967781488822	1	25655	凝集
xktu	1.7066887631045176	1	25656	星图
bfsh	1.7066796679676117	1	25657	奔丧
yami	1.7066397103471025	1	25658	哑谜
ysfh	1.706605584986229	1	25660	用房
bbqi	1.706598696650338	1	25661	摈弃
fuwo	1.706505691512091	1	25663	俯卧
vfnu	1.7065014386906872	1	25664	震怒
dvju	1.7064810572402993	1	25666	对局
mfjq	1.7064422977188873	1	25668	闷酒
wujn	1.706372900507052	1	25669	屋角
qlyb	1.706288474838848	1	25671	强音
uise	1.7062859969147555	1	25672	失色
vxju	1.7062688367020318	1	25674	抓举
gule	1.7062513656649498	1	25675	鼓乐
ritz	1.7061035865751113	1	25683	日头
xlrh	1.7060541312440503	1	25687	相让
uiuj	1.7060469548691222	1	25688	石山
iuqr	1.7060245197164887	1	25689	出圈
bwmb	1.70601717886185	1	25690	悲悯
igfo	1.7059589008328455	1	25694	成佛
pksu	1.7059382717609592	1	25695	平素
quju	1.7059367055248402	1	25696	屈居
qnwu	1.7059232281784245	1	25697	侨务
mkfh	1.70588438084771	1	25700	鸣放
grjl	1.705810476032589	1	25702	灌浆
cslv	1.7057879065576889	1	25704	葱绿
bplm	1.7057335507352773	1	25705	别恋
qssr	1.7057138466805322	1	25706	穷酸
doth	1.7055918196860453	1	25708	多糖
icri	1.7055545155281382	1	25710	朝日
vilj	1.7055269103128876	1	25712	芝兰
ccln	1.7055024486207335	1	25713	草料
dria	1.7054670001292118	1	25714	端茶
vcyr	1.7054347608212637	1	25715	招远
bkjk	1.7054307891631173	1	25716	冰晶
ugvj	1.7053955534372935	1	25719	圣战
gotn	1.7053843496742025	1	25720	果条
kree	1.7053785532346626	1	25721	款额
selh	1.7052817406176266	1	25724	色狼
gxtz	1.7052785352690987	1	25725	寡头
iybf	1.7052689970605828	1	25726	蠢笨
uzls	1.7052081141379385	1	25728	收拢
ljbf	1.7052035017875005	1	25729	蓝本
tjhf	1.7052020182753664	1	25730	弹痕
ifmm	1.7051888125780765	1	25731	沉湎
sutg	1.7051237425277965	1	25733	速腾
zgzi	1.7051028310888405	1	25736	增资
thxx	1.7050631194632682	1	25737	躺下
uvue	1.7050510207333125	1	25739	水蛇
anll	1.705026618612754	1	25740	按量
sicc	1.7050144006120265	1	25741	饲草
hvsy	1.7050097624902874	1	25742	毁损
ihsy	1.7049903780016171	1	25743	长孙
wfll	1.7049397803443727	1	25744	温良
kdyc	1.7049313247595044	1	25745	开药
ssvi	1.704923432069565	1	25746	松脂
vjzd	1.70490201156773	1	25748	站在
vixt	1.70486314363577	1	25750	治学
gxmk	1.7048536549148379	1	25751	挂名
pkdn	1.704852216754952	1	25752	凭吊
aorj	1.7048026221697934	1	25756	傲然
uzxp	1.7047921286311785	1	25757	手写
poyh	1.70476637908539	1	25758	鄱阳
yydj	1.704727030623323	1	25760	运单
yydk	1.7047026467619846	1	25761	云顶
ccdv	1.7047006212582274	1	25762	草堆
djri	1.7046518879789687	1	25768	单日
renu	1.7046141430621287	1	25769	惹怒
jryi	1.7045880641431794	1	25770	倦意
jkvu	1.7045829856828285	1	25771	竞逐
bjyr	1.7045290423844226	1	25772	半圆
tdrj	1.7044037076809109	1	25774	泰然
huuu	1.7043392320594593	1	25777	户数
lygh	1.704298493820061	1	25780	轮岗
tpjy	1.7042402459205293	1	25784	铁军
uvgk	1.7042323012090068	1	25786	水怪
iatk	1.7041372260168886	1	25789	茶亭
cdgf	1.704133192145631	1	25790	菜根
mgyt	1.7041213790006529	1	25791	盟约
vcxt	1.704114941783378	1	25792	昭雪
kgkz	1.7040882223166283	1	25795	坑口
cydj	1.7040718855648094	1	25797	存单
qbic	1.704059138423601	1	25799	秦朝
hxkv	1.7040307974082132	1	25801	花魁
cemu	1.7040196396281542	1	25802	侧目
mctn	1.70401493185958	1	25803	毛条
cjtm	1.703988277139585	1	25805	参天
repk	1.7038977728005813	1	25811	热评
jyxl	1.7037577289497947	1	25817	军饷
qxru	1.7037538714051959	1	25818	恰如
aadz	1.7036602696987075	1	25821	阿斗
xshy	1.7036210097770477	1	25823	雄浑
klfh	1.703554954967605	1	25826	狂放
pada	1.7035497952947236	1	25827	啪嗒
tjpu	1.7035050850097933	1	25828	摊铺
mnvf	1.7034888670742494	1	25831	秒针
ljrf	1.703481253543944	1	25832	懒人
fgmo	1.7034608919902565	1	25834	疯魔
kepd	1.703423531173084	1	25835	壳牌
tmni	1.7034138989440284	1	25836	甜腻
dsgu	1.7033460829977018	1	25838	冬菇
dpdd	1.7033268291523878	1	25841	迭代
uhue	1.7032947573425803	1	25843	商社
igru	1.7032346226213977	1	25845	诚如
ybgu	1.7032181183067814	1	25847	因故
jkvr	1.703181698004184	1	25848	净赚
ihnv	1.7031682199531875	1	25850	长女
qqvs	1.7031180147985863	1	25854	秋种
uzgx	1.703085157775405	1	25856	守寡
pkdr	1.702993083946505	1	25860	评断
tsjl	1.7029501517169674	1	25862	通江
bwlb	1.7029058273568243	1	25863	碑林
njzd	1.7028378355722023	1	25864	男仔
zgbu	1.7028056936800975	1	25866	增补
qttv	1.7027349054222398	1	25869	瘸腿
tomg	1.7027079273812098	1	25871	托梦
cjyr	1.7026617965740707	1	25873	参院
jxqu	1.7025884228994776	1	25875	嫁娶
hjrf	1.7024824777812353	1	25877	汉人
yrgr	1.7024749459172903	1	25878	远观
lodg	1.70246947307167	1	25879	咯噔
vspj	1.7024409220510734	1	25880	中盘
kdhy	1.7023794983385812	1	25884	开荤
hwbu	1.7023787724639976	1	25885	黑布
pdlc	1.7022817251032483	1	25890	排涝
iegu	1.7022729072716918	1	25892	彻骨
heti	1.702131521912602	1	25896	合体
boua	1.7021094169690225	1	25898	搏杀
kzil	1.7020839441173585	1	25899	口疮
uydh	1.701976775693217	1	25901	顺当
kdjt	1.7019641358411293	1	25902	开掘
ccii	1.701958763041945	1	25903	操持
mkbi	1.7018767194666542	1	25904	冥币
qbxt	1.701690534231839	1	25907	勤学
xtpm	1.701678706476959	1	25908	雪片
xmci	1.7016288398822144	1	25909	献词
jksr	1.7016119677467456	1	25911	精算
xsvv	1.7015624060550314	1	25914	胸椎
hedr	1.701554674244937	1	25915	河段
xyvg	1.701545956077112	1	25916	熏蒸
jbnh	1.701476220709814	1	25917	锦囊
uvee	1.7014321341253846	1	25919	税额
toni	1.7014231918625304	1	25920	托尼
bkgd	1.701403282837854	1	25921	冰盖
rsdm	1.7013895017784026	1	25922	熔点
kxgu	1.7013752354302798	1	25923	胯骨
ldte	1.7013535308014758	1	25925	莱特
tiro	1.7013490303685264	1	25926	体弱
yilj	1.7013239346004005	1	25927	一览
hrya	1.7012556379232269	1	25933	换牙
dexi	1.701235975326239	1	25937	得悉
kdpj	1.7011589147242763	1	25941	开盘
ichs	1.7010532207184847	1	25944	潮红
pugc	1.7009941785717468	1	25945	普高
klie	1.7009102452611202	1	25949	矿车
dvlw	1.700843822617963	1	25951	对垒
hojb	1.70081164500978	1	25954	霍金
uzkf	1.7007774201576562	1	25956	首肯
zosi	1.7007480229041225	1	25957	作死
qixs	1.7006553632945418	1	25959	气胸
mcci	1.7006487670930848	1	25960	毛刺
lozo	1.7006110711683298	1	25962	落座
muwf	1.7006037077355285	1	25964	木纹
fujq	1.700594559021721	1	25965	负疚
thvl	1.7004699629328126	1	25969	唐装
hcqn	1.7003955821786363	1	25971	好巧
nfjl	1.700378552919088	1	25972	嫩江
yrpk	1.7003579314529684	1	25974	原平
ufwu	1.70035224904011	1	25975	神武
pite	1.7003486536302872	1	25976	皮特
mnhx	1.700308239001929	1	25978	描画
fukf	1.7002723780833566	1	25982	复垦
aano	1.7002569310157143	1	25985	阿诺
igsi	1.7002377326834397	1	25988	撑死
vsbd	1.70020462227225	1	25989	钟摆
djce	1.700178454170532	1	25990	单侧
sumi	1.700129289245702	1	25992	粟米
hvcj	1.7001262548054101	1	25993	会餐
tshy	1.7001157889217304	1	25994	通婚
ucuk	1.7001151523161284	1	25995	少帅
dzva	1.7001035869535985	1	25996	豆渣
xnlz	1.7000951942305726	1	25997	小楼
ignu	1.7000564549524815	1	25998	盛怒
uubm	1.700055278138103	1	25999	戍边
vulo	1.6999893420379926	1	26002	猪猡
ysxu	1.6999704198985097	1	26003	永续
uyvu	1.6999593398969388	1	26004	顺祝
uvjx	1.6999364388984595	1	26005	水价
mkxp	1.6999344063651511	1	26006	鸣谢
linj	1.6998444348016948	1	26008	罹难
pfjm	1.6998395809708526	1	26009	喷溅
jrmm	1.6998375823037564	1	26010	卷面
bndk	1.6998238877325953	1	26011	标定
bdvg	1.6998227545321831	1	26012	摆正
jbph	1.6997781494998452	1	26015	近旁
vspc	1.6997332708466262	1	26018	重炮
qmly	1.6996952566549681	1	26020	前轮
iavh	1.6996911226054654	1	26021	查账
limb	1.6996473391607703	1	26022	利民
dmch	1.6996436245176105	1	26023	典藏
qmhd	1.6996244101264386	1	26024	浅海
cvnn	1.6995969274751426	1	26025	翠鸟
gjqr	1.699527927899425	1	26027	甘泉
qitd	1.69951074171742	1	26028	气态
tsgv	1.6994913845609219	1	26030	同归
zgli	1.6994460645561587	1	26032	赠礼
cigs	1.6994278687069557	1	26033	辞工
dmln	1.6994233595001784	1	26034	电疗
gdzo	1.6994068667309108	1	26035	改作
chkz	1.69933354758455	1	26037	舱口
pdjx	1.6993140381319547	1	26039	牌价
ujmm	1.699276623662672	1	26040	扇面
geql	1.6990897842830872	1	26043	隔墙
kkkk	1.6990480637920284	1	26044	快快
hvnk	1.6990383498090935	1	26045	会宁
xylw	1.6990143394178823	1	26047	迅雷
kavi	1.6989867266707712	1	26050	卡纸
hrfh	1.6989794204790547	1	26051	换房
maqq	1.6989752510952258	1	26052	马球
cjpk	1.6989679429823377	1	26053	参评
ulyt	1.6988480087553657	1	26055	爽约
zucd	1.6987979468304997	1	26057	足彩
dkuf	1.6987079105547718	1	26061	定神
icye	1.6986976569110133	1	26062	朝野
dakg	1.6986274969039012	1	26064	大坑
hspi	1.698596805044862	1	26067	红皮
wwic	1.698534553877232	1	26070	伪钞
whhv	1.6983921690628567	1	26074	往回
yuux	1.6983144638120393	1	26075	雨刷
sewf	1.698300555340722	1	26076	色温
jxxy	1.6982986784595213	1	26077	家训
pzmm	1.698283466803705	1	26078	剖面
ljke	1.6982206528311163	1	26080	揽客
xxue	1.6981871017962584	1	26081	下设
chww	1.6981776011170528	1	26082	舱位
kzua	1.6981115037356314	1	26083	扣杀
wfjb	1.698109944458503	1	26084	问津
hvke	1.6980497153136112	1	26087	会客
jyxp	1.6980277304517113	1	26088	军械
bwtj	1.6979779842664815	1	26089	悲叹
njhv	1.6979582933269572	1	26090	南汇
bhql	1.6978624680338332	1	26096	帮腔
cvmk	1.6977306906292857	1	26104	催命
tmtn	1.6976529133424965	1	26106	天条
jnpj	1.6976231689459378	1	26107	绞盘
mnfh	1.697600337501064	1	26110	妙方
gzlv	1.697565380469892	1	26111	佝偻
ghtd	1.6975223635781966	1	26112	港台
wwrr	1.697472161783935	1	26113	微软
ufho	1.6974500743558627	1	26114	甚或
tcye	1.6973818942585654	1	26115	陶冶
ffii	1.6973363026802306	1	26116	粪池
xlrv	1.6972890981901716	1	26120	祥瑞
yrxy	1.697278566518123	1	26121	元勋
tpls	1.697170603582443	1	26122	铁笼
qytr	1.697116656568706	1	26124	群团
mmpf	1.6970984999870327	1	26125	面盆
rzdk	1.6970553230870253	1	26126	肉丁
hyif	1.697027807870291	1	26127	昏沉
qiri	1.6969657828366937	1	26128	七日
mmbi	1.6969286484466641	1	26129	面壁
fgrc	1.696923479169068	1	26130	丰饶
tgxy	1.69692168219976	1	26131	腾讯
ufir	1.6969023054663923	1	26132	身穿
lvxb	1.6968670441033469	1	26133	滤芯
wuqq	1.6968597269305628	1	26134	务求
dkuc	1.696853997797279	1	26135	盯梢
fjfh	1.6968191575556233	1	26136	反方
pclz	1.6968104694130233	1	26137	炮楼
nkxp	1.6968052921683476	1	26138	凝血
qbho	1.69676402422122	1	26141	擒获
tuou	1.6966966959516445	1	26143	土偶
rjbk	1.6966692117293483	1	26144	染病
mwyh	1.6966689373106911	1	26145	每样
khjx	1.6966344667243116	1	26147	康佳
ytqi	1.696600503492237	1	26149	跃起
zoxp	1.6964788658729866	1	26151	作协
uysv	1.696466183425895	1	26152	顺遂
suuf	1.6963953190882806	1	26155	塑身
fjtn	1.6963403016617247	1	26156	反调
mmrr	1.696334505400943	1	26157	绵软
litm	1.6962835918785153	1	26158	犁田
qmvl	1.696224836589916	1	26160	钱庄
xkpj	1.696223655476929	1	26161	星盘
iunu	1.696196938572967	1	26162	触怒
tduk	1.6961920436749667	1	26163	太帅
xrpb	1.696119331461813	1	26167	选聘
sujt	1.6961148957565473	1	26168	速决
dgff	1.6960617953082697	1	26170	等分
nrnr	1.696021046707627	1	26172	暖暖
gsqn	1.6959946630469624	1	26174	拱桥
qtee	1.6959260681383252	1	26177	缺额
jyrs	1.6959143521661453	1	26178	军容
bdji	1.695908499955567	1	26179	败绩
hxrj	1.695756214424009	1	26186	哗然
cywu	1.6957162569595376	1	26190	村务
ilvi	1.695707513029952	1	26191	创制
ybmw	1.695686687395817	1	26192	隐没
jqbj	1.69568554662041	1	26193	旧版
xpqb	1.6956318601871128	1	26195	血亲
isxb	1.6955967962620386	1	26197	宠信
tcqu	1.6955842843839974	1	26198	套取
vlfg	1.6955433052711535	1	26199	装疯
nvse	1.6955396599030594	1	26200	女色
xipn	1.6955182207779083	1	26202	戏票
wuir	1.6955079855285904	1	26203	误传
ythx	1.6954351251540527	1	26205	月华
qqls	1.6954055794988356	1	26206	囚笼
vhbu	1.695397607253721	1	26207	账簿
fglw	1.69533199639914	1	26211	风雷
guce	1.6953210928309481	1	26212	估测
hlyb	1.6952333664176926	1	26218	荒淫
djlj	1.69522536623638	1	26219	淡蓝
lkhx	1.6952243040858446	1	26220	零花
yipp	1.6952202315315854	1	26221	一瞥
gciv	1.6952158340825276	1	26222	告吹
tepb	1.6952019777125784	1	26223	特聘
yuia	1.6951611329025429	1	26224	鱼叉
qbyr	1.6951596516186926	1	26225	亲缘
tuho	1.6951552407995085	1	26226	土货
mniu	1.6951123118436078	1	26228	妙处
wwvf	1.6949922714415657	1	26234	威震
qtvg	1.6948356005465328	1	26238	确证
dzmn	1.694765414692768	1	26242	豆苗
lpgu	1.6947515374576976	1	26243	裂谷
mamm	1.6947353964299174	1	26245	马面
qqgg	1.694724487377687	1	26246	秋耕
xudk	1.6947192554812305	1	26247	续订
xnsr	1.6947065315032646	1	26248	硝酸
kepn	1.6946388603640248	1	26251	客票
fuss	1.6946293659744645	1	26253	附送
uvnr	1.694569904985844	1	26255	水暖
qilm	1.6945289860813015	1	26256	乞怜
lltd	1.6945073279683474	1	26258	凉台
tmyj	1.694506467537698	1	26259	天眼
poxl	1.6944177428947924	1	26267	破相
izyy	1.694297957917466	1	26270	愁云
dyjt	1.694290421027826	1	26271	顿觉
cyvu	1.6942180886617009	1	26275	存贮
lcwg	1.69418871983354	1	26276	老翁
lsgu	1.6941788901679988	1	26277	龙骨
ivdg	1.6941765855086963	1	26278	吹灯
gjge	1.6941742976122751	1	26279	干戈
wfih	1.6941683859134704	1	26280	文昌
cvfw	1.6940774855944656	1	26285	催肥
anfg	1.6939901713663281	1	26287	暗讽
hynw	1.6939761950852863	1	26288	婚内
njou	1.6939632995609566	1	26290	南欧
zdyy	1.6939600406872524	1	26291	载运
hjlz	1.6939578937912514	1	26292	寒露
naqp	1.6938940508240083	1	26295	纳妾
huxt	1.6938366746840483	1	26297	虎穴
moku	1.6938201948928957	1	26298	魔窟
tchy	1.6937744335710976	1	26300	逃婚
boie	1.6937504640692689	1	26303	泊车
gogl	1.6937181797460825	1	26305	国光
hxbo	1.6936571016211426	1	26308	划拨
ncyh	1.6936365073729736	1	26309	挠痒
phvg	1.6936265424755157	1	26310	旁证
djhe	1.6935501614437722	1	26311	单核
cdtu	1.693543584509011	1	26312	彩图
hvjn	1.6935140125812786	1	26313	回教
vrij	1.693494582521991	1	26314	转产
jntz	1.693484248820265	1	26315	教头
bmye	1.6933980369420976	1	26320	遍野
nmbn	1.6932713172250797	1	26324	年表
mgpu	1.693239752432083	1	26326	猛扑
vrvf	1.693088882390223	1	26330	转诊
chxp	1.6930785484590554	1	26331	仓颉
icgu	1.6930768309087698	1	26332	炒股
kohu	1.6930760604455655	1	26333	括弧
vetz	1.6930704256644824	1	26334	这头
uixr	1.6930387847922543	1	26337	诗选
djhj	1.693007756266351	1	26339	胆寒
ycde	1.6929809800368836	1	26340	要得
jyle	1.6929514513575836	1	26341	军乐
qufg	1.692950392558187	1	26342	曲风
dmns	1.6929445065378386	1	26344	佃农
xrah	1.692884659343954	1	26345	轩昂
qtww	1.6928726856204839	1	26346	缺位
bwir	1.6928557032924143	1	26347	北川
nqmg	1.6928294191574649	1	26349	牛虻
iizu	1.6927320608458838	1	26352	赤足
iryh	1.6927229182875925	1	26353	传扬
jypb	1.6926887401339559	1	26354	军品
khjm	1.6926744333738304	1	26355	康健
mzyt	1.6926530074005077	1	26356	某月
poxp	1.692604172776364	1	26357	破鞋
nmmj	1.6926009687016146	1	26358	年满
qkue	1.692526398526149	1	26361	青蛇
hebu	1.6925190342967138	1	26362	何不
tmly	1.6925182180163425	1	26363	天伦
eelk	1.6925136829622525	1	26364	恶灵
xqzc	1.6924325263263564	1	26366	修造
hhsu	1.6924267209336765	1	26367	航速
hjlb	1.6922956051382614	1	26371	翰林
hlho	1.6922870561449814	1	26372	惶惑
xrll	1.6922476394328054	1	26374	悬梁
bjcd	1.692243450155238	1	26376	板材
irva	1.6921329281475428	1	26378	船闸
lujl	1.6920704255402375	1	26381	庐江
iavl	1.6920170225631512	1	26385	茶庄
ando	1.6920061388374488	1	26386	安多
ntrf	1.6918887267184446	1	26391	虐人
fuvg	1.6918831739986082	1	26392	扶正
xxyr	1.691842162036452	1	26393	下院
ukdd	1.6918356608140628	1	26395	帅呆
lgjy	1.6918180947733132	1	26398	冷峻
rvhx	1.6917924808586595	1	26400	锐化
ujao	1.6917560192634804	1	26401	山坳
jydi	1.691749781367708	1	26402	军地
yugl	1.6916303716554046	1	26406	余光
fglr	1.69161606845817	1	26407	峰峦
bdvh	1.6915915529897902	1	26408	败仗
ujmb	1.691561741792333	1	26409	山民
yznv	1.6915570328377307	1	26410	幼女
hzgs	1.6914812681761529	1	26412	后宫
rvxk	1.6913296382003695	1	26416	瑞星
ykvx	1.6911664730372742	1	26418	鹰爪
cjdm	1.691157645008813	1	26419	餐点
wogv	1.6911345681206376	1	26421	卧轨
dcho	1.6911265362682353	1	26422	到货
icbh	1.6911213903097901	1	26424	超棒
hubh	1.6910999385200838	1	26426	互帮
dzfa	1.6910880108739423	1	26427	斗法
islr	1.6910645695429123	1	26429	虫卵
cvho	1.6910118493639432	1	26431	淬火
bigl	1.691006422512531	1	26432	避光
iidz	1.6909991050194688	1	26433	赤豆
bmdz	1.690993860875424	1	26434	扁豆
yhnu	1.6909063438697451	1	26438	洋奴
nwks	1.69087255846171	1	26442	内控
sorj	1.690848931132146	1	26443	索然
gfxu	1.6907943512745707	1	26445	根须
uhti	1.690712154579772	1	26447	上体
hjgl	1.690463595640189	1	26454	寒光
vzvh	1.690462959776473	1	26455	周章
jrii	1.6904345918295256	1	26456	卷尺
uugs	1.690350539686451	1	26458	叔公
sjij	1.690345398341894	1	26459	三产
uftv	1.6903441046298089	1	26460	伸腿
fgry	1.6903416522359733	1	26461	丰润
zaue	1.6902896246715167	1	26463	咋舌
pmmu	1.6902505788546294	1	26466	篇目
tolq	1.690188835370301	1	26467	脱硫
nnsr	1.6901531329790953	1	26470	尿酸
grmm	1.6899591362067787	1	26475	冠冕
bfbc	1.689849120330619	1	26476	本报
nmya	1.6897380360513852	1	26481	碾压
yjtp	1.6897162196565207	1	26482	眼贴
bftc	1.6896926097997422	1	26483	奔逃
zsjx	1.6896694841168483	1	26484	总价
uvhr	1.6895641476266303	1	26489	水患
anxp	1.6895027981619686	1	26490	安歇
gvjm	1.6894849331548443	1	26492	贵贱
icyr	1.689432942296396	1	26493	超员
rflm	1.6893462541215039	1	26497	人脸
vdkr	1.689242963598247	1	26498	债款
rogo	1.6890926870771188	1	26505	弱国
iryu	1.689088906936893	1	26506	川渝
vyzz	1.6890159116925823	1	26508	准奏
ccxm	1.6889949979187242	1	26509	曹县
anve	1.688985147652673	1	26510	按着
vozo	1.6889545566721758	1	26512	拙作
ljzu	1.6889508127303667	1	26514	拦阻
lyiu	1.6888968784257687	1	26515	论处
yupw	1.688860774261324	1	26516	玉佩
hwyu	1.6887887686523486	1	26519	黑鱼
tsua	1.6887602849397316	1	26520	通杀
hjdz	1.6886866004509242	1	26523	憨豆
fuxt	1.6886206318418049	1	26526	复学
iuyy	1.688616186348856	1	26527	储运
pmmf	1.6885968991781408	1	26530	偏门
qnju	1.6885744204818072	1	26532	侨居
cybj	1.6885300137637782	1	26533	村办
vrvz	1.6885140221284427	1	26534	转轴
katp	1.6884978094044234	1	26535	卡贴
lkvg	1.6884787889678101	1	26536	领证
jigx	1.6884717580239053	1	26537	记挂
gsri	1.6884598531547286	1	26538	工日
qlth	1.688455894033114	1	26539	枪膛
igbh	1.6884461680111693	1	26540	城邦
mjtj	1.6883386339002744	1	26541	漫谈
rrwf	1.6883092041892405	1	26543	软文
lyzo	1.6882872048015294	1	26544	轮作
xrbm	1.6882624094695906	1	26546	选编
vcyy	1.6881468664853	1	26553	赵云
envy	1.6880525100392765	1	26558	恩准
nqkv	1.688027849483233	1	26559	扭亏
iupg	1.6879887800746038	1	26561	触碰
mnth	1.6879436285543088	1	26563	庙堂
hupd	1.6879228855925996	1	26564	互派
lvdh	1.6879183157612179	1	26565	绿党
gujp	1.6878716602949182	1	26567	骨节
toyh	1.6878441964562176	1	26569	脱氧
wufu	1.6877877262210919	1	26574	武夫
miis	1.6877762705770953	1	26575	米虫
mgln	1.6877600602985021	1	26576	猛料
ulkz	1.6877367944446853	1	26578	爽口
jqbc	1.6876322424383607	1	26583	酒保
budm	1.6875946590559052	1	26584	布点
bwlq	1.6875876117323632	1	26585	北流
fahc	1.6875828968724167	1	26586	法号
wddm	1.687540942176125	1	26588	外电
jpmj	1.6875114815182815	1	26589	届满
ziku	1.687484960896549	1	26591	字库
bfww	1.6874377034015677	1	26593	本位
zzzu	1.687376307890894	1	26596	走卒
yhth	1.6873533081432441	1	26598	羊汤
gxvs	1.6873468073305822	1	26599	挂钟
klva	1.6873078610209569	1	26602	矿渣
xbjy	1.687282281049411	1	26603	新军
gcsi	1.687266545114685	1	26605	高斯
coil	1.6872604883803062	1	26606	痤疮
hllm	1.6872590120820479	1	26607	黄连
uadv	1.6872430571023433	1	26608	沙堆
xpta	1.6872012568864534	1	26612	斜塔
yudn	1.6871158783051614	1	26614	玉雕
bihr	1.6871143871650758	1	26615	闭环
ncvi	1.687104012980205	1	26616	脑汁
yytd	1.6870960196054194	1	26617	云台
lkxr	1.6870848122073006	1	26619	另选
tdgv	1.6870757982068172	1	26620	太贵
lsji	1.6870452768067894	1	26622	龙脊
loir	1.687042126779576	1	26623	洛川
lyvr	1.6870400325823276	1	26624	轮转
tdkh	1.6870234578698708	1	26626	泰康
vcyb	1.6869645760908392	1	26628	招引
xtmk	1.686923587113792	1	26629	学名
dsyb	1.6868193117733883	1	26632	动因
boqi	1.686770327276768	1	26633	勃起
dulu	1.6867488538516917	1	26634	嘟噜
ccye	1.686748224146137	1	26635	草叶
qubc	1.6866352614325795	1	26640	取保
hxvu	1.6866046606147531	1	26641	花烛
maqy	1.6864917705148557	1	26643	马群
hxyt	1.6864680124923583	1	26645	华约
hepu	1.6863674339335764	1	26649	合浦
mapg	1.6863580082964096	1	26650	马棚
vgtg	1.6863355422244832	1	26651	蒸腾
svxl	1.6863259809009938	1	26652	随想
rfhk	1.686308996516686	1	26653	仁怀
potu	1.686275675520196	1	26657	破土
lkjb	1.6862701053542928	1	26658	领巾
lqdi	1.6862492876405688	1	26660	留底
viul	1.68622790809437	1	26662	直爽
ysvg	1.6861640476326647	1	26665	雍正
ycff	1.6861494513022035	1	26667	药粉
aoyi	1.686018806346842	1	26669	奥义
kvxb	1.6859868541421439	1	26673	亏心
xpmc	1.6859855049099401	1	26674	鞋帽
tkvf	1.685950298207092	1	26675	听诊
ffts	1.6858586716343376	1	26677	粪桶
bkis	1.6858470939809336	1	26680	病虫
yuli	1.6858330167290845	1	26681	余力
dhdh	1.6857565959442047	1	26682	当当
fadx	1.6857145904678728	1	26686	发嗲
uhua	1.6855354959563797	1	26690	商厦
bczg	1.6855330823199117	1	26691	暴增
khde	1.6854912601304495	1	26693	康德
izju	1.685385269625678	1	26699	丑剧
uxgo	1.6853799480705405	1	26700	刷锅
zurj	1.6853703861079765	1	26701	阻燃
jipi	1.6853473674469885	1	26703	鸡皮
zctm	1.6852721682016423	1	26708	造田
pnyc	1.685269385761746	1	26709	飘摇
wdzu	1.6852627793378763	1	26710	外族
rzco	1.6851665117444594	1	26711	揉搓
luhd	1.685130927422858	1	26714	陆海
drgs	1.6850783031103131	1	26716	短工
jbua	1.6850747912388182	1	26717	金沙
murj	1.6850483732946975	1	26718	木然
vzju	1.6849192517188012	1	26723	轴距
tvuc	1.684784974629109	1	26727	退烧
chcv	1.684747809842663	1	26729	苍翠
ffti	1.6846604389507163	1	26733	分体
hdic	1.684654966668174	1	26734	海潮
xkmc	1.6845516547880113	1	26737	形貌
duvz	1.6845092687238967	1	26740	赌咒
icss	1.6844406816705506	1	26745	抄送
ilba	1.6842943548748042	1	26750	疮疤
hwnu	1.6842615540991273	1	26752	黑奴
wjgc	1.6842449666768053	1	26753	完稿
zgkr	1.6842337415187871	1	26754	赠款
dcwf	1.6842317129130242	1	26755	祷文
yjyc	1.6842125011273752	1	26756	眼药
yhfg	1.6841749619757715	1	26758	养蜂
hggj	1.6841558257565978	1	26760	横杆
iath	1.6841316362397358	1	26761	茶汤
yjcd	1.684120215755335	1	26762	腌菜
srse	1.6840939078440353	1	26763	酸涩
jthz	1.6840666051561253	1	26764	绝后
yiuv	1.6839758035561494	1	26768	沂水
gspd	1.6839502933652786	1	26769	公派
hdbf	1.6839386057797578	1	26771	还本
ndzh	1.683902971326868	1	26774	耐脏
cczi	1.6838364981480383	1	26777	草籽
fwni	1.6838336315041897	1	26778	肥腻
tzww	1.6838178467948683	1	26779	头尾
yrvv	1.6837001750080254	1	26784	圆锥
goqq	1.683641109908646	1	26786	国球
ulvh	1.6836255162095308	1	26787	双掌
kgmu	1.6836215670970467	1	26788	坑木
qrhe	1.6835022470608694	1	26792	劝和
dccd	1.6834976136763777	1	26793	倒彩
hrgz	1.6834963335941087	1	26794	换购
togc	1.6834913445453368	1	26796	脱稿
lwro	1.6834831820559604	1	26797	羸弱
pddk	1.6834590392325555	1	26798	排定
yrfg	1.683458374909438	1	26799	原封
rela	1.6834218963046785	1	26801	热辣
mivz	1.6834081650198929	1	26803	米粥
quzy	1.683364279607964	1	26805	屈尊
fwvl	1.683335671158174	1	26807	肥壮
igzu	1.683293353651194	1	26808	承租
nihe	1.683285120461834	1	26809	拟合
