code	has_two	has_four	two_count	four_count	two_top_rank	four_top_rank	two_words	four_words
kyrf	1	0	1	0	36496		困人	
wfrv	1	0	1	0	36497		蚊蚋	
lawj	1	0	1	0	36498		蜡丸	
tmzh	1	0	1	0	36499		天葬	
ujwu	1	0	1	0	36500		山坞	
wfzs	1	0	2	0	36501		文宗 文综	
xblu	1	0	2	0	36502		新路 心路	
udyj	1	0	2	0	36503		晒烟 晒盐	
gzhc	1	0	1	0	36504		沟壕	
jnbi	1	0	2	0	36505		交臂 较比	
gyfw	1	0	1	0	36506		滚沸	
qrdi	1	0	1	0	36507		圈地	
pmuh	1	0	2	0	36509		片商 偏上	
bpir	1	0	2	0	36512		别传 别穿	
lmvj	1	0	4	0	36514		恋战 恋栈 连战 联展	
lmvs	1	0	1	0	36516		联众	
mjkz	1	0	1	0	36518		满口	
ybzo	1	0	1	0	36519		银座	
xrvc	1	0	1	0	36520		宣召	
pcze	1	0	1	0	36521		袍泽	
ceuv	1	0	1	0	36522		侧睡	
erri	1	0	1	0	36523		二日	
xxdd	1	1	1	3	36524	100	吓呆	许许多多 星星点点 絮絮叨叨
bjux	1	0	1	0	36525		板刷	
tvtr	1	0	1	0	36526		退团	
tmuz	1	0	1	0	36527		天授	
cdlm	1	0	1	0	36528		采莲	
pnye	1	0	1	0	36532		飘曳	
lslb	1	0	1	0	36534		龙鳞	
tmjl	1	0	2	0	36535		天降 甜酱	
bwhc	1	0	2	0	36537		悲号 备好	
qnho	1	0	1	0	36538		俏货	
ruii	1	0	2	0	36539		乳齿 如痴	
xxzh	1	0	1	0	36540		下葬	
lzxs	1	0	1	0	36541		露胸	
cobp	1	0	1	0	36542		错别	
gduo	1	0	1	0	36544		概说	
hrtn	1	0	1	0	36545		欢跳	
cjkl	1	0	1	0	36548		惨况	
wfjt	1	0	1	0	36549		温觉	
cihu	1	0	1	0	36553		瓷壶	
gvjl	1	0	1	0	36554		归降	
jiuc	1	0	1	0	36555		极少	
zcjy	1	0	1	0	36557		灶君	
yytp	1	0	2	0	36558		熨帖 陨铁	
ykfa	1	0	1	0	36559		英法	
iusu	1	0	1	0	36560		初速	
tilk	1	0	1	0	36564		涕零	
bczh	1	0	1	0	36565		薄葬	
mzcd	1	0	1	0	36567		谋财	
ieie	1	0	1	0	36568		车车	
ssmo	1	0	1	0	36569		松蘑	
wjwh	1	0	1	0	36570		万望	
rsza	1	0	1	0	36573		冗杂	
rsfj	1	0	1	0	36574		冗繁	
qpsv	1	0	1	0	36576		切碎	
yrzd	1	1	1	2	36577	2149	远在	悠然自得 怡然自得
icnj	1	0	2	0	36578		朝南 超难	
iuye	1	0	1	0	36580		初夜	
bpmh	1	0	1	0	36581		别忙	
iyii	1	0	1	0	36582		唇齿	
qbsv	1	0	1	0	36583		亲随	
doxl	1	0	1	0	36585		多项	
yebf	1	1	1	1	36586	13478	夜奔	引而不发
dnsh	1	0	1	0	36587		吊丧	
wwpj	1	0	2	0	36588		尾盘 微盘	
kziy	1	0	1	0	36590		口唇	
wduv	1	0	1	0	36591		外水	
jpdn	1	0	1	0	36592		戒掉	
szjn	1	0	2	0	36594		搜剿 搜缴	
iequ	1	0	1	0	36595		撤去	
ritu	1	0	1	0	36596		日土	
ytka	1	0	1	0	36597		月卡	
vlgu	1	0	1	0	36598		庄股	
mupj	1	0	1	0	36601		母盘	
qkjy	1	0	2	0	36603		清俊 清军	
jpyb	1	0	2	0	36605		接引 皆因	
iaka	1	0	1	0	36606		插卡	
yyqr	1	0	1	0	36608		晕圈	
zvco	1	0	1	0	36609		罪错	
hugc	1	0	1	0	36610		胡搞	
lvqk	1	0	1	0	36611		滤清	
dzru	1	0	1	0	36612		豆乳	
gddm	1	0	2	0	36616		改点 该店	
iiuc	1	0	1	0	36617		赤芍	
cdze	1	0	1	0	36618		采择	
uzlj	1	0	2	0	36619		收揽 兽栏	
drli	1	0	2	0	36621		端丽 端粒	
jnda	1	0	2	0	36622		交大 较大	
sjze	1	0	1	0	36623		三则	
gcqn	1	0	2	0	36626		高跷 高桥	
xquu	1	0	2	0	36627		修书 休书	
zoks	1	0	1	0	36628		做空	
iukv	1	0	1	0	36631		初亏	
jbbc	1	0	1	0	36632		劲爆	
sikz	1	0	1	0	36633		司寇	
tpva	1	0	1	0	36634		铁闸	
kzde	1	0	1	0	36635		口德	
kvxm	1	0	1	0	36637		馈线	
ujgf	1	0	2	0	36639		善根 山根	
ycie	1	0	1	0	36641		摇车	
ggju	1	1	1	1	36642	15131	更具	刚刚结束
nwma	1	0	1	0	36644		内码	
jygu	1	0	1	0	36645		军鼓	
gofu	1	0	3	0	36646		国服 国父 果腹	
hhtu	1	0	2	0	36648		航图 夯土	
gjlo	1	0	1	0	36649		甘洛	
irzc	1	0	1	0	36650		穿凿	
ytxq	1	0	2	0	36651		粤绣 月休	
dkvy	1	0	1	0	36652		定准	
lovc	1	0	2	0	36654		裸照 落照	
gjqb	1	0	1	0	36655		干亲	
mznv	1	0	1	0	36656		某女	
qkrr	1	0	1	0	36657		轻软	
hcla	1	0	1	0	36658		好啦	
qkua	1	0	2	0	36660		情杀 轻纱	
kddm	1	0	1	0	36661		开店	
gxjp	1	0	1	0	36663		挂接	
uyqi	1	0	1	0	36664		顺气	
tvtu	1	0	1	0	36665		推土	
mccd	1	0	1	0	36666		冒菜	
tjkd	1	0	2	0	36667		摊开 弹开	
lnie	1	0	1	0	36668		料车	
uksv	1	0	1	0	36671		摔碎	
geer	1	0	3	0	36672		个儿 歌儿 戈尔	
qijq	1	0	1	0	36676		妻舅	
rrrr	1	0	1	0	36677		软软	
mayr	1	0	2	0	36679		码元 马原	
jlse	1	0	2	0	36682		绛色 酱色	
soll	1	0	1	0	36683		缩量	
rfmw	1	0	1	0	36686		人美	
udgj	1	0	1	0	36687		晒干	
ghyk	1	0	1	0	36688		刚硬	
jinw	1	0	1	0	36689		机内	
kdxk	1	0	1	0	36693		开行	
hcue	1	0	1	0	36694		豪奢	
xkde	1	0	1	0	36698		幸得	
ugyz	1	0	2	0	36701		省油 声优	
pnhv	1	0	1	0	36702		票汇	
uyjn	1	0	1	0	36704		顺脚	
npgu	1	0	1	0	36705		颞骨	
hlhw	1	1	1	1	36706	10063	黄黑	话里话外
vdcd	1	0	2	0	36707		斋菜 摘菜	
fgru	1	0	1	0	36709		丰乳	
lelv	1	0	1	0	36710		乐律	
crhs	1	0	2	0	36712		蹿红 窜红	
ufjb	1	0	1	0	36713		伸进	
bimf	1	0	1	0	36714		闭门	
czls	1	0	1	0	36716		凑拢	
xsnm	1	0	1	0	36717		凶年	
hvli	1	0	2	0	36718		回礼 会理	
fwlw	1	0	1	0	36719		匪类	
csmi	1	0	1	0	36720		丛密	
cvhd	1	0	1	0	36721		催还	
hjnu	1	0	1	0	36722		含怒	
mdrz	1	0	2	0	36726		买肉 卖肉	
rfva	1	0	1	0	36727		人渣	
dkyj	1	1	1	1	36728	1433	定眼	大开眼界
fgni	1	0	1	0	36729		封泥	
pasi	1	0	1	0	36730		怕死	
hkik	1	0	1	0	36731		怀揣	
xrsy	1	0	1	0	36732		玄孙	
xbke	1	0	2	0	36734		新课 新科	
pgdh	1	0	1	0	36735		朋党	
drru	1	0	1	0	36736		断乳	
pnhz	1	0	1	0	36737		朴厚	
iadu	1	0	1	0	36739		查毒	
lztk	1	0	2	0	36741		楼厅 楼亭	
sytz	1	0	1	0	36742		榫头	
vojn	1	0	2	0	36743		桌脚 桌角	
tjpf	1	0	1	0	36745		炭盆	
ytgh	1	0	1	0	36747		粤港	
vapk	1	0	1	0	36748		炸平	
ddqu	1	0	1	0	36751		带去	
iasi	1	0	1	0	36752		茶肆	
vgkc	1	0	1	0	36753		蒸烤	
isyj	1	0	1	0	36755		虫眼	
cdbk	1	0	1	0	36756		裁并	
gode	1	0	1	0	36757		过得	
ugmo	1	0	2	0	36758		绳墨 圣魔	
mbcd	1	0	1	0	36761		闽菜	
tgpd	1	0	1	0	36762		藤牌	
wjlk	1	0	1	0	36763		万灵	
yhcj	1	0	1	0	36764		养蚕	
yaku	1	0	1	0	36766		压库	
ijyz	1	1	1	1	36767	8818	颤悠	臭脚丫子
dkiz	1	0	1	0	36769		丁丑	
xier	1	0	1	0	36771		希尔	
jnij	1	0	1	0	36772		交缠	
rfri	1	0	1	0	36773		人日	
dice	1	0	1	0	36774		底册	
qtxp	1	0	1	0	36776		缺血	
icku	1	0	1	0	36779		超酷	
fwto	1	0	1	0	36781		吠陀	
dahk	1	0	1	0	36782		打坏	
rfme	1	0	1	0	36783		人么	
hwxk	1	0	1	0	36786		黑星	
tevy	1	0	1	0	36787		特准	
bcua	1	0	2	0	36788		宝刹 薄纱	
yaif	1	0	1	0	36789		牙碜	
ufpo	1	0	1	0	36790		神婆	
ukuh	1	0	1	0	36791		摔伤	
qpdo	1	0	1	0	36792		窃夺	
tsuf	1	0	1	0	36794		通神	
tomk	1	0	1	0	36795		托名	
krkr	1	0	1	0	36796		款款	
ccmg	1	0	1	0	36798		草蜢	
yjma	1	0	1	0	36799		掩码	
mfdk	1	0	1	0	36800		门钉	
vodg	1	0	1	0	36801		桌灯	
jrqm	1	0	1	0	36802		捐钱	
xmlc	1	0	1	0	36803		显老	
ytlk	1	0	3	0	36804		越岭 月龄 月令	
whlu	1	0	1	0	36805		网路	
fati	1	0	1	0	36806		阀体	
zujt	1	0	1	0	36807		阻绝	
mdqq	1	0	2	0	36808		麦秋 买球	
yhsj	1	0	2	0	36810		洋伞 阳伞	
zigj	1	0	2	0	36813		自甘 自感	
juwf	1	0	2	0	36814		具文 据闻	
xrmi	1	0	1	0	36815		玄秘	
vfwj	1	0	1	0	36816		珍玩	
jxbk	1	0	2	0	36817		甲兵 加冰	
ykee	1	0	1	0	36819		硬腭	
wdkz	1	0	1	0	36820		外寇	
whnj	1	0	1	0	36823		往南	
dogc	1	0	1	0	36824		多高	
kcbi	1	0	1	0	36825		考妣	
ujqi	1	0	2	0	36827		膻气 疝气	
uzvx	1	0	1	0	36829		手抓	
gzma	1	0	1	0	36831		诟骂	
jkru	1	0	1	0	36832		静如	
yyzz	1	1	1	1	36834	13899	运走	悠游自在
mivf	1	0	1	0	36835		迷阵	
mwxl	1	0	2	0	36836		每项 没想	
hxhd	1	0	1	0	36838		花海	
lqbo	1	0	1	0	36839		流播	
mphd	1	0	1	0	36840		灭害	
mpzu	1	0	1	0	36841		灭族	
yavg	1	0	1	0	36842		雅正	
xtqk	1	0	1	0	36843		雪青	
lzbd	1	0	1	0	36844		露白	
pnif	1	0	1	0	36845		飘尘	
yjks	1	0	2	0	36846		颜控 严控	
pmyt	1	0	1	0	36847		片约	
srvy	1	0	1	0	36848		算准	
vcdr	1	0	1	0	36849		肇端	
irye	1	0	1	0	36850		船业	
hxcu	1	0	1	0	36851		花簇	
irgr	1	0	1	0	36852		传观	
mfnw	1	0	1	0	36854		门内	
lrbd	1	0	1	0	36855		卵白	
xsjy	1	0	1	0	36856		雄峻	
ifre	1	0	1	0	36857		趁热	
ujtv	1	0	1	0	36858		闪退	
bchf	1	0	1	0	36859		抱恨	
uhzz	1	0	1	0	36862		上奏	
nddg	1	0	1	0	36863		氖灯	
vobm	1	0	1	0	36866		桌边	
gzhv	1	0	1	0	36867		勾绘	
gktj	1	0	1	0	36868		怪谈	
rhwo	1	0	1	0	36869		让我	
ceyb	1	0	1	0	36870		恻隐	
bwsr	1	0	1	0	36871		悲酸	
fwia	1	0	1	0	36875		肥差	
thho	1	0	1	0	36876		倘或	
kdxs	1	0	1	0	36877		开胸	
xmhr	1	0	1	0	36879		显宦	
uori	1	0	1	0	36880		朔日	
togu	1	0	1	0	36881		托孤	
wobi	1	0	1	0	36884		握笔	
riyz	1	0	1	0	36885		日游	
fjuh	1	1	1	1	36886	3182	犯上	封建社会
faxl	1	0	2	0	36888		法相 发祥	
rejm	1	0	1	0	36889		热键	
ufgh	1	0	1	0	36890		深港	
gylw	1	1	1	1	36891	6313	滚雷	挂一漏万
ykdk	1	0	1	0	36895		硬顶	
huyt	1	0	1	0	36896		虎跃	
igif	1	0	1	0	36897		称臣	
jlhs	1	0	1	0	36898		绛红	
bgzi	1	0	1	0	36899		绷子	
lcyt	1	0	1	0	36900		捞月	
iegd	1	0	1	0	36901		车盖	
vrxi	1	0	2	0	36903		转系 专席	
rryb	1	0	1	0	36904		软银	
yegv	1	0	1	0	36907		野鬼	
bbli	1	0	1	0	36908		宾利	
fhbh	1	0	1	0	36909		放榜	
jrse	1	0	1	0	36910		倦色	
buul	1	0	1	0	36911		不爽	
lsen	1	0	1	0	36912		隆恩	
yikr	1	0	1	0	36914		一款	
kdld	1	0	1	0	36915		开来	
wdyh	1	0	1	0	36916		外扬	
ytbd	1	0	1	0	36919		月白	
tzdh	1	0	1	0	36920		投档	
zcdu	1	0	1	0	36921		早读	
whho	1	0	1	0	36922		旺火	
uiqy	1	0	1	0	36923		失群	
muii	1	0	1	0	36924		木尺	
klhz	1	0	1	0	36925		狂吼	
yzvr	1	0	1	0	36926		右转	
rrxm	1	0	1	0	36927		软线	
grdk	1	0	1	0	36929		灌顶	
ghjn	1	0	2	0	36930		肛交 刚交	
izfj	1	0	1	0	36931		愁烦	
druz	1	0	2	0	36932		短寿 断手	
xiud	1	0	1	0	36933		西晒	
rfyc	1	0	1	0	36934		人妖	
uxka	1	0	1	0	36936		刷卡	
qrpu	1	0	1	0	36937		拳谱	
qbzw	1	0	1	0	36938		擒贼	
cayb	1	0	1	0	36939		擦音	
lidg	1	0	1	0	36940		立等	
dmbi	1	0	1	0	36941		电笔	
gzci	1	0	1	0	36942		构词	
zizc	1	0	1	0	36943		自造	
uusu	1	0	1	0	36944		菽粟	
pudp	1	0	1	0	36946		谱牒	
zeii	1	0	1	0	36947		责斥	
bmze	1	0	1	0	36949		贬责	
zgbp	1	0	1	0	36950		赠别	
ufcj	1	0	1	0	36952		身残	
ugdz	1	0	1	0	36953		升斗	
lnpc	1	0	1	0	36954		燎泡	
tsxq	1	0	1	0	36955		铜锈	
qupo	1	0	1	0	36956		驱迫	
bkiy	1	0	1	0	36957		丙醇	
tyuu	1	0	1	0	36958		豚鼠	
cuts	1	0	1	0	36959		粗通	
rznp	1	0	1	0	36960		揉捏	
xqxp	1	0	2	0	36961		绣鞋 修鞋	
hxvh	1	0	2	0	36962		划账 华章	
aoyc	1	0	1	0	36963		熬药	
gojn	1	0	3	0	36965		裹脚 国教 国脚	
wdkl	1	0	1	0	36966		外框	
ijyu	1	0	2	0	36967		谄谀 产于	
xtan	1	0	1	0	36969		学案	
ruyj	1	0	2	0	36970		入眼 如烟	
xncc	1	0	1	0	36971		小草	
tsto	1	0	1	0	36972		通脱	
uilv	1	0	2	0	36974		师旅 诗律	
lcmk	1	0	1	0	36975		老命	
qbmk	1	0	1	0	36976		钦命	
ihdk	1	0	1	0	36977		长钉	
todn	1	0	1	0	36978		脱掉	
fusv	1	0	1	0	36979		附随	
xilv	1	0	1	0	36980		息率	
ykbd	1	0	1	0	36981		莹白	
mmlz	1	0	1	0	36982		面露	
zoyc	1	0	1	0	36983		作妖	
ribi	1	0	1	0	36985		日币	
udvs	1	0	1	0	36986		晒种	
llyj	1	1	2	1	36987	16047	两眼 亮眼	理论依据
fuhu	1	0	2	0	36988		伏虎 富户	
kvlr	1	0	1	0	36989		溃乱	
qrwu	1	0	2	0	36990		全无 全屋	
jugj	1	0	1	0	36991		橘柑	
mgho	1	0	2	0	36993		猛火 孟获	
dmzc	1	0	1	0	36994		电灶	
polz	1	0	1	0	36996		破陋	
quri	1	0	1	0	36999		去日	
cglz	1	0	1	0	37000		层楼	
kznw	1	0	1	0	37002		口内	
rybi	1	1	1	1	37005	16582	润笔	软硬不吃
vsyt	1	0	2	0	37008		重约 中越	
tkni	1	0	1	0	37010		听腻	
qkhl	1	0	1	0	37011		青黄	
nujm	1	0	1	0	37012		弩箭	
hull	1	0	1	0	37015		互谅	
qbmb	1	0	1	0	37016		亲民	
ueug	1	0	1	0	37017		摄生	
rfzd	1	0	1	0	37019		认栽	
djxr	1	0	1	0	37020		单选	
mkru	1	0	1	0	37022		名儒	
qbll	1	1	1	1	37023	11301	沁凉	去不了了
xnlr	1	0	1	0	37024		淆乱	
fgtk	1	0	1	0	37027		封停	
pkmw	1	0	2	0	37028		平煤 平媒	
svmu	1	0	1	0	37030		岁暮	
bdry	1	0	1	0	37031		白润	
mibf	1	0	1	0	37033		秘本	
riio	1	0	1	0	37034		日戳	
jmba	1	0	1	0	37035		箭靶	
mofu	1	0	1	0	37036		末伏	
xqsc	1	0	1	0	37037		羞臊	
wuhy	1	0	1	0	37038		武魂	
qqvj	1	0	1	0	37039		求战	
kudj	1	0	1	0	37040		苦胆	
uffj	1	0	2	0	37041		神烦 深翻	
ycyb	1	0	1	0	37042		药引	
rier	1	0	1	0	37044		日珥	
ntvg	1	0	1	0	37045		虐政	
qslz	1	0	1	0	37046		琼楼	
duzv	1	0	2	0	37047		嘟嘴 堵嘴	
cise	1	0	1	0	37048		辞色	
yrdm	1	0	3	0	37054		圆点 原点 远点	
gzyj	1	1	2	1	37055	14128	苟延 狗眼	观者云集
hwgl	1	1	1	1	37056	8729	黑光	毫无顾虑
gdlz	1	0	1	0	37057		盖楼	
kjco	1	0	1	0	37058		看错	
uvzr	1	0	1	0	37059		水钻	
ghly	1	0	1	0	37061		钢轮	
whju	1	1	2	1	37062	17210	网剧 网聚	文化建设
lqqb	1	0	2	0	37065		六亲 柳琴	
uhzd	1	0	1	0	37067		上载	
fjkz	1	0	2	0	37069		反扣 反口	
ceys	1	0	1	0	37071		侧泳	
xxde	1	0	1	0	37072		吓得	
jylb	1	0	1	0	37074		君临	
ivuc	1	0	1	0	37075		吹哨	
mnpb	1	0	1	0	37076		妙品	
gubn	1	0	1	0	37077		姑表	
dkze	1	0	2	0	37078		定则 定责	
bhys	1	1	1	1	37081	10	帮佣	不好意思
gjlg	1	0	1	0	37084		干冷	
qldh	1	0	1	0	37086		强档	
goiz	1	0	1	0	37087		国仇	
ougr	1	0	1	0	37088		欧冠	
cdlt	1	0	1	0	37090		才略	
cohx	1	0	1	0	37091		错话	
uomw	1	0	1	0	37092		说媒	
izxm	1	0	1	0	37093		抽闲	
iiuu	1	0	1	0	37095		敕书	
mkir	1	0	1	0	37096		明传	
camo	1	0	1	0	37097		擦抹	
uvju	1	0	2	0	37100		水具 税局	
svyb	1	0	1	0	37106		碎银	
rzxu	1	0	1	0	37107		肉畜	
pffj	1	0	1	0	37108		喷饭	
hxlk	1	0	1	0	37109		花翎	
qisr	1	0	1	0	37111		起算	
fjjn	1	0	2	0	37112		翻搅 反角	
ycvr	1	0	1	0	37113		肴馔	
dgyc	1	0	1	0	37114		等腰	
ncbo	1	0	2	0	37115		脑波 铙钹	
yhdm	1	0	1	0	37116		阳电	
rzln	1	0	1	0	37117		鞣料	
klgu	1	0	1	0	37118		旷古	
bmhj	1	0	1	0	37119		便函	
tddh	1	0	1	0	37120		骀荡	
sugr	1	0	1	0	37121		宿管	
jkhh	1	0	1	0	37122		京杭	
fuks	1	0	1	0	37123		浮空	
iluv	1	0	1	0	37124		创税	
boyu	1	0	1	0	37125		钵盂	
bdhc	1	0	1	0	37126		摆好	
ugdh	1	0	1	0	37127		升档	
wfug	1	0	1	0	37128		闻声	
dnue	1	0	1	0	37129		吊射	
pofh	1	0	1	0	37131		破防	
futd	1	0	1	0	37132		富态	
kgjk	1	0	1	0	37133		坑井	
dozd	1	0	2	0	37134		多灾 躲在	
dkmc	1	0	2	0	37135		丁卯 钉帽	
turz	1	0	1	0	37139		兔肉	
qpyb	1	0	1	0	37140		切音	
yavu	1	0	2	0	37141		押注 压住	
yazu	1	0	1	0	37142		押租	
waqu	1	0	1	0	37143		挖取	
vdde	1	0	1	0	37144		摘得	
wodg	1	0	1	0	37145		我等	
xbls	1	0	1	0	37146		新龙	
uuya	1	0	1	0	37148		树丫	
huvi	1	0	1	0	37149		沪指	
kulk	1	0	1	0	37150		哭灵	
cehl	1	0	1	0	37152		测谎	
aoth	1	0	1	0	37153		熬汤	
ljvh	1	0	1	0	37154		烂账	
sifw	1	0	2	0	37155		私费 死飞	
xyuc	1	0	1	0	37157		巡哨	
qmpi	1	0	1	0	37158		签批	
whds	1	0	1	0	37160		往东	
dgic	1	0	1	0	37161		邓超	
lakh	1	0	1	0	37163		拉康	
vrro	1	0	1	0	37164		转弱	
tslm	1	0	1	0	37165		通连	
jbke	1	0	1	0	37166		尽可	
tsmo	1	0	1	0	37167		铜模	
njue	1	0	1	0	37168		难舍	
qrmf	1	0	1	0	37169		权门	
lrfg	1	0	1	0	37170		鸾凤	
vigl	1	0	1	0	37172		之光	
kemc	1	0	1	0	37174		科贸	
bjro	1	0	1	0	37175		般若	
jxqq	1	1	1	1	37177	13545	假球	近乡情怯
ouho	1	0	1	0	37178		偶或	
icjp	1	0	1	0	37179		潮解	
kcgj	1	0	1	0	37180		烤干	
jikx	1	0	1	0	37181		击垮	
djul	1	1	1	1	37182	8031	单双	短斤少两
vucv	1	0	1	0	37183		珠翠	
qtyz	1	0	2	0	37185		确有 却又	
xidd	1	0	2	0	37186		系带 细带	
wuyz	1	0	1	0	37187		无忧	
tjiu	1	0	1	0	37188		弹出	
yijl	1	0	2	0	37189		意匠 已将	
mjsu	1	0	1	0	37190		慢速	
yivz	1	0	1	0	37191		一周	
vodc	1	0	2	0	37194		捉刀 捉到	
ruzi	1	0	2	0	37195		褥子 孺子	
drhh	1	0	1	0	37197		断航	
uofh	1	0	1	0	37198		朔方	
qbfu	1	0	1	0	37200		亲夫	
dcuv	1	0	1	0	37201		倒水	
zzhv	1	0	1	0	37202		走回	
pdjy	1	0	1	0	37205		派军	
yyth	1	0	1	0	37207		熨烫	
iiqu	1	0	1	0	37208		驰驱	
cufa	1	0	1	0	37209		猝发	
uzsh	1	0	1	0	37210		守丧	
pilw	1	0	1	0	37211		疲累	
wwti	1	0	1	0	37213		为题	
fjud	1	0	1	0	37214		翻晒	
lcsz	1	0	1	0	37215		老叟	
zirf	1	0	1	0	37216		自认	
vjvl	1	0	1	0	37217		站桩	
jmai	1	0	2	0	37218		兼爱 简爱	
uzqy	1	0	1	0	37219		兽群	
mpig	1	0	1	0	37220		蔑称	
iugs	1	0	3	0	37221		出恭 出工 厨工	
qqig	1	0	1	0	37222		求成	
dkbc	1	0	1	0	37224		顶包	
luds	1	0	1	0	37225		路东	
uyuv	1	0	1	0	37229		顺水	
tmlg	1	0	1	0	37230		天冷	
igqt	1	0	1	0	37231		城阙	
nnhd	1	0	1	0	37232		鸟害	
juyc	1	0	1	0	37234		举要	
jlgo	1	0	2	0	37235		浆果 讲过	
nclk	1	0	1	0	37236		闹铃	
cgyy	1	0	1	0	37237		层云	
djmw	1	0	1	0	37239		耽美	
kanu	1	0	1	0	37241		卡奴	
tala	1	0	1	0	37242		趿拉	
iekd	1	0	1	0	37244		扯开	
yrma	1	0	1	0	37245		源码	
jytj	1	0	1	0	37246		均摊	
wdqm	1	0	2	0	37247		外欠 外迁	
kxuo	1	0	1	0	37249		夸说	
dvua	1	0	1	0	37250		对杀	
anbn	1	0	1	0	37253		岸标	
vfdm	1	1	1	1	37254	432	枕垫	争分夺秒
vgdd	1	1	1	1	37255	5944	正待	枕戈待旦
bfcr	1	0	1	0	37258		奔窜	
uuvz	1	0	1	0	37259		数轴	
bwsi	1	0	2	0	37262		贝司 贝斯	
pcyi	1	0	1	0	37263		炮衣	
hjcd	1	0	1	0	37264		焊材	
izvc	1	0	1	0	37265		丑照	
silc	1	0	1	0	37268		死牢	
lldc	1	0	2	0	37269		粮道 两道	
namn	1	0	1	0	37270		纳秒	
erly	1	0	2	0	37271		而论 二轮	
pbyt	1	0	1	0	37272		聘约	
jmtn	1	0	1	0	37273		肩挑	
bdts	1	0	1	0	37274		白铜	
dhpk	1	0	1	0	37276		荡平	
dhvz	1	0	2	0	37277		荡舟 当周	
iejx	1	0	2	0	37278		车架 车驾	
tjse	1	0	1	0	37282		贪色	
ufxu	1	0	1	0	37283		肾虚	
zulm	1	0	1	0	37284		足联	
dytc	1	0	1	0	37285		遁逃	
zdpb	1	0	1	0	37286		载频	
sjjp	1	0	2	0	37287		三姐 三界	
bujk	1	0	3	0	37290		不经 不敬 布景	
gguf	1	0	2	0	37292		更深 更甚	
maxq	1	0	1	0	37294		马修	
hxjy	1	0	1	0	37295		华军	
dige	1	0	1	0	37296		低格	
noya	1	0	1	0	37297		诺亚	
xnma	1	0	3	0	37298		笑骂 小马 小码	
lgjb	1	0	1	0	37299		冷噤	
aojb	1	0	1	0	37300		凹进	
xldk	1	0	1	0	37301		想定	
lwhk	1	0	1	0	37302		累坏	
tdhc	1	0	1	0	37304		太好	
pdks	1	0	1	0	37307		排空	
vfcd	1	0	2	0	37308		真彩 真菜	
ytjy	1	0	2	0	37309		月均 越军	
ytly	1	0	1	0	37310		月轮	
icnw	1	0	1	0	37311		朝内	
zsjl	1	0	1	0	37312		宗匠	
jrtd	1	0	1	0	37313		倦态	
hevj	1	0	1	0	37314		核战	
pkgl	1	0	1	0	37315		平光	
yzfj	1	0	1	0	37316		忧烦	
qpug	1	0	1	0	37317		怯生	
icuc	1	0	1	0	37318		炒勺	
kjer	1	0	1	0	37319		坎儿	
npjb	1	0	1	0	37320		捏紧	
ljgs	1	0	1	0	37321		揽工	
silj	1	0	1	0	37322		撕烂	
xivu	1	0	1	0	37323		吸住	
klmo	1	0	1	0	37324		狂魔	
muur	1	0	1	0	37329		木栓	
syyh	1	0	1	0	37331		孙杨	
sshr	1	0	1	0	37333		松缓	
mfhz	1	0	1	0	37334		门后	
jbba	1	0	1	0	37335		劲霸	
jusj	1	0	1	0	37337		聚散	
xstz	1	0	1	0	37338		胸透	
reih	1	0	2	0	37340		热肠 热场	
qkhr	1	0	1	0	37341		轻缓	
mdxx	1	0	2	0	37343		买下 埋下	
ultm	1	0	1	0	37347		霜天	
hftm	1	0	1	0	37348		很甜	
sjge	1	0	2	0	37349		三个 三哥	
jtzc	1	0	1	0	37351		绝早	
huys	1	0	1	0	37352		互用	
jmkr	1	0	1	0	37353		肩宽	
oumw	1	0	1	0	37354		欧美	
sexb	1	0	1	0	37356		色心	
zjqm	1	0	1	0	37358		攒钱	
hzvz	1	0	2	0	37360		后周 后轴	
icuf	1	0	1	0	37361		超神	
bmnj	1	0	1	0	37362		辩难	
goqm	1	0	1	0	37363		过谦	
ldgo	1	0	1	0	37365		来过	
hjmm	1	0	1	0	37366		酣眠	
hjgz	1	0	1	0	37367		函购	
grtk	1	0	1	0	37368		关停	
divh	1	0	2	0	37370		抵账 底账	
sssh	1	0	1	0	37371		送丧	
jnbk	1	0	2	0	37372		交兵 骄兵	
taso	1	0	1	0	37373		他所	
ifhv	1	0	2	0	37374		晨晖 晨会	
zvqk	1	0	1	0	37375		最轻	
qkfj	1	0	1	0	37377		倾翻	
tkto	1	0	1	0	37378		停妥	
dgld	1	0	1	0	37379		等来	
erdu	1	0	1	0	37380		二度	
ouru	1	0	1	0	37381		殴辱	
bixn	1	0	1	0	37382		毕肖	
poie	1	0	1	0	37383		破车	
irxp	1	0	1	0	37384		穿鞋	
fhze	1	0	1	0	37387		芳泽	
kers	1	0	1	0	37389		可溶	
ihlz	1	0	1	0	37392		敞露	
ijrf	1	0	1	0	37393		缠人	
uigf	1	0	1	0	37395		实根	
hjku	1	0	1	0	37396		寒苦	
huzd	1	0	1	0	37397		虎仔	
iajr	1	0	1	0	37400		查卷	
aauf	1	0	1	0	37402		阿婶	
moka	1	0	1	0	37403		摩卡	
quli	1	0	2	0	37404		趋利 区里	
hvci	1	0	1	0	37406		惠赐	
pimi	1	0	1	0	37409		披靡	
pwvu	1	0	1	0	37410		陪住	
ccdj	1	0	1	0	37412		操蛋	
